Ano de exibição	Título da obra	Gênero	País(es) produtor(es) da obra	Nacionalidade da obra	Empresa distribuidora	Origem da empresa distribuidora	Público no ano de exibição	Renda (R$) no ano de exibição
2014	Os Caça-fantasmas	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	6097	50613
2014	Os Contos de Canterbury	Ficção	Itália	Estrangeira	Pandora Filmes	Distribuição Nacional	158	1910
2014	Os Croods	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	2746	12795
2014	Os Dias com Ele	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	1040	12107,17
2014	Os Embalos de Sábado à Noite	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	6121	49559
2014	Os Filhos do Padre	Ficção	Croácia	Estrangeira	Pandora Filmes	Distribuição Nacional	30595	395216,8
2014	Os Homens são de Marte... E é para lá que eu vou	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	1793239	21750981,39
2014	Os Mercenários 3	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	2108500	24583284,69
2014	Os Muppets 2 – Procurados e Amados	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	61425	631498
2014	Os Pássaros	Ficção	Estados Unidos	Estrangeira	Espaço Filmes	Distribuição Nacional	4214	50668
2014	Os sabores do Palácio	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	256	2775,5
2014	Os Suspeitos	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	90	760
2014	Oslo, 31 de agosto	Ficção	Noruega	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	3939	44783,86
2014	Ouija - O Jogo dos Espíritos	Ficção	Estados Unidos	Estrangeira	H2O Films	Distribuição Nacional	390150	4632299,62
2014	Ozualdo Candeias e o Cinema	Documentário	Brasil	Brasileira	Tucumán	Distribuição Nacional	258	1489
2014	Pais e Filhos	Ficção	Japão	Estrangeira	Imovision	Distribuição Nacional	20552	273380,58
2014	Paixão Inocente	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	3426	45193,89
2014	Para Roma com Amor	Ficção	Espanha, Estados Unidos, Itália	Estrangeira	Paris	Distribuição Nacional	21	362,66
2014	Paraíso	Ficção	México	Estrangeira	Imovision	Distribuição Nacional	6208	84088,79
2014	Pau Brasil	Ficção	Brasil	Brasileira	Caliban	Distribuição Nacional	301	3516,04
2014	Paulo Moura - Alma Brasileira	Documentário	Brasil	Brasileira	Espaço Filmes/Videofilmes	Distribuição Nacional	18	83,5
2014	Pedalando com Moliére	Ficção	França	Estrangeira	Imagem	Distribuição Nacional	930	8303,33
2014	Peixonauta - Agente Secreto da O.S.T.R.A	Animação	Brasil	Brasileira	Ab Filmes/Polifilmes	Distribuição Nacional	5	30
2014	Pelo Malo	Ficção	Venezuela	Estrangeira	Esfera Produções	Distribuição Nacional	14367	182330,17
2014	Pelos Olhos de Maisie	Ficção	Estados Unidos	Estrangeira	Esfera Produções	Distribuição Nacional	19768	243857,17
2014	Percy Jackson e o Mar de Monstros	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	26	180
2014	Philomena	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	207214	2972806,96
2014	Pieta	Ficção	Coréia do Sul	Estrangeira	Califórnia	Distribuição Nacional	27	203
2014	Planeta dos Macacos: O Confronto	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	4103679	55432956
2014	Planeta Solitário	Ficção	Alemanha, Estados Unidos	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	1769	17254,5
2014	Pompeia	Ficção	Alemanha, Canadá, Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	779766	11741348
2014	Por que você partiu?	Documentário	Brasil	Brasileira	Imovision	Distribuição Nacional	200	800
2014	Por uma Mulher	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	5873	71362,83
2014	Pra lá do mundo	Documentário	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	19	116
2014	Praia do Futuro	Ficção	Brasil, Alemanha	Brasileira	Califórnia	Distribuição Nacional	133022	1727610,85
2014	Preenchendo o vazio	Ficção	Israel	Estrangeira	Cafco Filmes	Distribuição Nacional	170	1450,5
2014	Prenda-me	Ficção	França	Estrangeira	Esfera Produções	Distribuição Nacional	9539	125425,54
2014	Procurando Nemo	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	155	617
2014	Profissão de Risco	Ficção	França	Estrangeira	Califórnia	Distribuição Nacional	11832	166261,64
2014	Pulp Fiction	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	17804	158510,36
2014	Qual o Nome do Bebê?	Ficção	França	Estrangeira	Esfera Produções	Distribuição Nacional	283	1962
2014	Quando Eu Era Vivo	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	7689	86597,32
2014	Quanto Mais Quente Melhor	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	3549	31181,62
2014	Que Estranho Chamar-se Federico	Ficção	Itália	Estrangeira	Imovision	Distribuição Nacional	11083	149187,8
2014	Queen Rock Montreal	Videomusical	Canadá	Estrangeira	UCI	Distribuição Nacional	278	6474
2014	Quem se Importa?	Documentário	Brasil	Brasileira	Imovision	Distribuição Nacional	200	800
2014	Querida, vou comprar cigarros e já volto	Ficção	Argentina	Estrangeira	Esfera Produções	Distribuição Nacional	134	1103
2014	Quero Matar Meu Chefe 2	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	563260	6896653
2014	Questão de Escolha	Ficção	Estados Unidos, Brasil	Estrangeira	Graça Filmes	Distribuição Nacional	34361	365553,09
2014	Questão de Tempo	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	40325	505931,5
2014	Refém da Paixão	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	20160	391898
2014	Reino escondido	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	1599	13899
2014	Relatos Selvagens	Ficção	Argentina, Espanha	Estrangeira	Warner	Distribuição Internacional	305793	4571355
2014	Remar é...	Documentário	Brasil	Brasileira	Raconto Produções Artísticas	Distribuição Nacional	91	903
2014	Renoir	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	592	5241
2014	Repare Bem	Documentário	Brasil, Espanha	Brasileira	Instituto Via BR	Distribuição Nacional	84	586
2014	Rio 2	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	5212811	63901920
2014	Rio em Chamas	Documentário	Brasil	Brasileira	Cavideo Produções	Distribuição Nacional	970	4875
2014	Rio, Eu te Amo	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	98990	1239716
2014	Riocorrente	Ficção	Brasil	Brasileira	Califórnia	Distribuição Nacional	3970	51295,98
2014	Ritos de Passagem	Animação	Brasil	Brasileira	Pipa Produções	Distribuição Nacional	966	5224,5
2014	Robocop	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	2816772	33468464,81
2014	Rodência e o Dente da Princesa	Animação	Argentina, Peru	Estrangeira	H2O Films	Distribuição Nacional	28951	379618,25
2014	Rota de Fuga	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	115	580
2014	Run & Jump	Ficção	Irlanda	Estrangeira	Filmes da Mostra	Distribuição Nacional	668	9644,12
2014	S. O. S. Mulheres ao Mar	Ficção	Brasil	Brasileira	Disney	Distribuição Internacional	1776579	20732500
2014	Saint Laurent	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	30598	462077,34
2014	Sangue Ruim	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	2420	26943,05
2014	Satyrianas, 78horas em 78 min	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	23	125
2014	Scarface	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	4482	41734
2014	Se Eu Ficar	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	577153	6434934
2014	Se Fazendo de Morto	Ficção	França	Estrangeira	Tucumán	Distribuição Nacional	150	1089,5
2014	Sejam muito bem-vindos	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	129	1271,55
2014	Sem Escalas	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	903041	10596856,19
2014	Sem Evidências	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	18015	298682,74
2014	Sem Pena	Documentário	Brasil	Brasileira	Espaço Filmes	Distribuição Nacional	7212	93159,48
2014	Sementes do Nosso Quintal	Documentário	Brasil	Brasileira	Aiuê Filmes	Distribuição Nacional	2192	21416,16
2014	Separados pelo Inverno	Ficção	Irã	Estrangeira	Pandora Filmes	Distribuição Nacional	701	7390
2014	Serra Pelada	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	79	395
2014	Será Que?	Ficção	Canadá, Irlanda	Estrangeira	Diamond Films	Distribuição Nacional	47678	587231,44
2014	Setenta	Documentário	Brasil	Brasileira	Livres Filmes	Distribuição Nacional	1249	17330,87
2014	Sex Tape: Perdido na Nuvem	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	342572	4311726,35
2014	Silent Hill - Revelação 3D	Ficção	Canadá	Estrangeira	Playarte	Distribuição Nacional	284	2109
2014	Simone	Ficção	Brasil	Brasileira	Tucumán	Distribuição Nacional	291	2510
2014	Simplesmente uma mulher	Ficção	Estados Unidos, França, Reino Unido	Estrangeira	Imovision	Distribuição Nacional	407	4032
2014	Sin City 2: A Dama Fatal	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	86010	1304633,38
2014	Singularidades de uma rapariga loira	Ficção	Portugal	Estrangeira	Filmes da Mostra	Distribuição Nacional	71	353
2014	Slovenian Girl	Ficção	Alemanha, Croácia, Eslovênia, Sérvia	Estrangeira	Tucumán	Distribuição Nacional	37	450
2014	Sob a Pele	Ficção	Reino Unido	Estrangeira	Paris	Distribuição Nacional	19547	288617,77
2014	Sobre Sete Ondas Verdes Espumantes	Documentário	Brasil	Brasileira	Boulevard Filmes	Distribuição Nacional	1071	5941
2014	Sobrenatural: Capítulo 2	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	2336	18924,5
2014	Sobrevivente	Ficção	Islândia	Estrangeira	Imovision	Distribuição Nacional	4056	57789,04
2014	Sobrevivente Urbano	Ficção	Brasil	Brasileira	Ze's Produções	Distribuição Nacional	366	4156
2014	Sobrevivi ao Holocausto	Documentário	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	1699	22981,07
2014	Somos o que Somos	Ficção	Estados Unidos, França	Estrangeira	Esfera Produções	Distribuição Nacional	1689	12090
2014	Sopro	Documentário	Brasil	Brasileira	Lume Produções Cinematográficas	Distribuição Nacional	1253	5683
2014	Star Wars: Episódio I – A ameaça fantasma	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	593	7751
2014	Star Wars: Episódio III - A Vingança dos Sith	Ficção	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	372	5639
2014	Star Wars: The Clone Wars	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	566	6352
2014	Sudoeste	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	69	471
2014	São Silvestre	Documentário	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	917	8508,98
2014	Sétimo	Ficção	Argentina, Espanha	Estrangeira	Fox	Distribuição Internacional	51807	751340
2014	Tabu	Ficção	Brasil, Alemanha, França, Portugal	Brasileira	Espaço Filmes	Distribuição Nacional	1827	15068,3
2014	Tango Livre	Ficção	Bélgica, França, Luxemburgo	Estrangeira	Imovision	Distribuição Nacional	7783	92907,35
2014	Tanta água	Ficção	Uruguai	Estrangeira	Pandora Filmes	Distribuição Nacional	651	4574,24
2014	Tarja Branca	Documentário	Brasil	Brasileira	Ideias Maria Farinha	Distribuição Nacional	14892	193057,4
2014	Tarzan	Animação	Alemanha	Estrangeira	Imagem	Distribuição Nacional	901617	11868162,44
2014	Tatuagem	Ficção	Brasil	Brasileira	Imovision	Distribuição Nacional	14209	104735,35
2014	Taxi Driver	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	9843	87236
2014	Terra firme	Ficção	Itália	Estrangeira	Esfera Produções	Distribuição Nacional	656	5732,8
2014	Tese sobre um homicídio	Ficção	Argentina, Espanha	Estrangeira	Califórnia	Distribuição Nacional	128	1280,6
2014	The Rover - A Caçada	Ficção	Austrália, Estados Unidos	Estrangeira	Vitrine Filmes	Distribuição Nacional	10173	139967,63
2014	Thor 2 - O Mundo Sombrio	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	11803	135326
2014	Tim Lopes – História de Arcanjo	Documentário	Brasil	Brasileira	Europa	Distribuição Nacional	1676	21160,31
2014	Tim Maia	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	776824	10254202,77
2014	Time Show de Bola	Animação	Holanda	Estrangeira	Universal	Distribuição Internacional	6255	33774
2014	Tinker Bell - Fadas e Piratas	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	429787	5537831
2014	Tinker Bell e o Segredo das Fadas	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	1670	15816
2014	Todos os Dias	Ficção	Reino Unido	Estrangeira	Esfera Produções	Distribuição Nacional	5977	70584,74
2014	Tomboy	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	202	2277
2014	Toque de mestre	Ficção	Espanha	Estrangeira	Playarte	Distribuição Nacional	29712	433400,32
2014	Touro Indomável	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	1783	15769,5
2014	Trampolim do Forte	Ficção	Brasil	Brasileira	Pipa Produções	Distribuição Nacional	625	4943,27
2014	Transcendence – A Revolução	Ficção	Reino Unido, Estados Unidos, China	Estrangeira	Diamond Films	Distribuição Nacional	300356	3904643,94
2014	Transformers: A Era da Extinção	Ficção	China, Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	4587292	61735174
2014	Trapaça	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	633395	8978771,34
2014	Trash - A Esperança vem do Lixo	Ficção	Brasil, Alemanha, Reino Unido	Brasileira	Universal	Distribuição Internacional	259247	3040736,35
2014	Trem Noturno para Lisboa	Ficção	Alemanha, Portugal, Suíça	Estrangeira	Europa	Distribuição Nacional	27602	282409,55
2014	Trinta	Ficção	Brasil	Brasileira	Fox	Distribuição Internacional	21549	283856
2014	Triângulo amoroso	Ficção	Alemanha	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	113	731
2014	Tudo Acontece em Nova York	Ficção	Estados Unidos	Estrangeira	Pandora Filmes	Distribuição Nacional	14119	184952,48
2014	Tudo ficará bem	Ficção	Dinamarca, França, Suécia	Estrangeira	Lume Produções Cinematográficas	Distribuição Nacional	39	225
2014	Tudo por Justiça	Ficção	Estados Unidos, Inglaterra	Estrangeira	Imagem	Distribuição Nacional	43092	674464,56
2014	Tudo por um Furo	Ficção	Estados Unidos	Estrangeira	Paramount	Distribuição Internacional	68971	820959
2014	Turbo	Animação	Estados Unidos	Estrangeira	Fox	Distribuição Internacional	718	2709
2014	Tá chovendo hambúrguer 2	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	1895	12310,5
2014	Um Amor de Vizinha	Ficção	Estados Unidos	Estrangeira	Playarte	Distribuição Nacional	60851	847685,19
2014	Um Amor em Paris	Ficção	França	Estrangeira	Tucumán	Distribuição Nacional	28422	349520,7
2014	Um Belo Domingo	Ficção	França	Estrangeira	Alphaville Filmes	Distribuição Nacional	6551	83590,49
2014	Um Castelo na Itália	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	2699	26088,97
2014	Um conto chinês	Ficção	Argentina, Espanha	Estrangeira	Paris	Distribuição Nacional	220	1731
2014	Um Conto do Destino	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	52195	586960
2014	Um Corpo que Cai	Ficção	Estados Unidos	Estrangeira	Espaço Filmes	Distribuição Nacional	8177	89430,03
2014	Um Episódio na Vida de um Catador de Ferro-velho	Ficção	Bósnia-Herzegóvina, Eslovênia, França, Itália	Estrangeira	Zeta Filmes	Distribuição Nacional	851	10582,18
2014	Um Estranho no Lago	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	6012	64676,02
2014	Um Final de Semana em Hyde Park	Ficção	Reino Unido	Estrangeira	Playarte	Distribuição Nacional	2637	27548,26
2014	Um Milhão de Maneiras de Pegar na Pistola	Ficção	Estados Unidos	Estrangeira	H2O Films	Distribuição Nacional	51587	600726,52
2014	Um Novo Dueto	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	7652	109005,32
2014	Um Plano Brilhante	Ficção	França	Estrangeira	Playarte	Distribuição Nacional	63076	877801,63
2014	Um Toque de Pecado	Ficção	China	Estrangeira	Paris	Distribuição Nacional	1553	17916,52
2014	Uma Aventura Lego	Animação	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	1035971	13476761
2014	Uma dama em Paris	Ficção	França	Estrangeira	Esfera Produções	Distribuição Nacional	1687	10795,45
2014	Uma Dose Violenta de Qualquer Coisa	Ficção	Brasil	Brasileira	Okna Produções	Distribuição Nacional	3667	37165,79
2014	Uma Estranha Amizade	Ficção	Estados Unidos, Reino Unido	Estrangeira	Tucumán	Distribuição Nacional	4810	49027,04
2014	Uma Família em Tóquio	Ficção	Japão	Estrangeira	Esfera Produções	Distribuição Nacional	9571	68482,62
2014	Uma garrafa no mar de Gaza	Ficção	França, Israel	Estrangeira	Esfera Produções	Distribuição Nacional	455	3110
2014	Uma Juíza sem Juízo	Ficção	França	Estrangeira	Europa	Distribuição Nacional	9342	111604,19
2014	Uma Linda Mulher	Ficção	Estados Unidos	Estrangeira	Cinemark Brasil	Distribuição Nacional	4063	34956
2014	Uma Lição de Vida	Ficção	Estados Unidos, Reino Unido	Estrangeira	Europa	Distribuição Nacional	11318	139788,51
2014	Uma Longa Queda	Ficção	Inglaterra	Estrangeira	Califórnia	Distribuição Nacional	4079	58790,05
2014	Uma Longa Viagem (2014)	Ficção	Austrália	Estrangeira	Califórnia	Distribuição Nacional	14239	236609
2014	Uma noite	Ficção	Cuba, Estados Unidos	Estrangeira	Polifilmes	Distribuição Nacional	190	1549
2014	Uma Noite de Crime	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	33	300
2014	Uma Noite de Crime: Anarquia	Ficção	Estados Unidos, França	Estrangeira	H2O Films	Distribuição Nacional	7400	85275,53
2014	Uma Nova Chance para Amar	Ficção	Estados Unidos	Estrangeira	Califórnia	Distribuição Nacional	11617	187919,66
2014	Uma Passagem para Mário	Documentário	Brasil	Brasileira	Laurence Produções	Distribuição Nacional	2462	14091,52
